"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-1799339","SRP-dependent cotranslational protein targeting to membrane","65/3969","92/8684",0.706521739130435,1.54583894749526,4.82887431455149,1.00399540225056e-06,4.76479484651411e-05,4.15248975579946e-05,"Rpl13a/Rpl22l1/Rpl12/Srp9/Rpl22/Rps24/Rpl18/Rpl5/Rps13/Rps3/Rps27/Rps27rt/Rpl3/Rpl14/Rps18/Rpl9/Rps10/Rpl36/Rps15/Rpl32/Rps11/Rpsa/Rpl36al/Rps25/Rpl30/Srp68/Rps19/Rpl11/Fau/Rps4x/Rps17/Rps23/Rps6/Rpl15/Rpl29/Rps21/Rpl13/Rpl8/Rpl27a/Rpl36a/Rpl6/Rps20/Rpl27/Rps7/Rpl4/Rps14/Rps5/Rps16/Rps28/Rps26/Rpl17/Rpl26/Rpl34/Rpl34-ps1/Rps15a/Rpl35a/Rps3a1/Rps8/Rps27a/Rpl37/Rpl37rt/Rpl23/Rpl31/Rps27l/Rpl23a",65
"R-MMU-3700989","Transcriptional Regulation by TP53","169/3969","284/8684",0.595070422535211,1.30198829662277,4.74727336728797,1.43392726565609e-06,6.53297262232915e-05,5.69344594321555e-05,"Dyrk2/Rpa1/Chd3/Cnot6l/G6pdx/Sesn3/Mapk11/Atm/Polr2a/Ttc5/Sesn1/Phf20/Cnot2/Trp53/Cnot1/Cdk13/Pip4k2b/Rictor/Prdx5/Polr2e/Supt5/Gatad2b/Mdm4/Casp2/Gadd45a/Hdac2/Ehmt1/Ccnt2/Cox7c/Rabggta/Ppp2r5c/Pdpk1/Cnot4/Cnot6/Rad17/Rpa3/Polr2b/Pip4p1/Hus1/Rmi1/Hdac1/Taf10/Btg2/Taf3/Txn1/Taf1/Mta2/Lamtor4/Ppp2r1b/Usp7/Taf4/Cnot10/Ywhab/Rad1/Taf4b/Polr2h/Cdk7/Topbp1/Gpi1/Taf9/Ssrp1/Ywhaq/Nelfb/Gtf2f1/Jmy/Rbbp7/Csnk2a1/Npm1/Ppp1r13b/Gls/Rpa2/Slc38a9/Meaf6/Ing5/Brd1/Gsr/Prelid1/Rbbp4/Cnot3/Pml/Map2k6/Cdk9/Lamtor1/Chd4/Taf9b/Pip4k2c/Akt1/Polr2g/Cox7a2l/Mapk14/Atrip/Ndufa4/Ppp1r13l/Cnot7/Ccnt1/Cdk1/Csnk2a2/Ehmt2/Ubc/Mnat1/Zfp385a/Usp2/Prdx2/Supt16/Akt3/Ywhag/Cdkn1a/Polr2l/Ccng1/Prdx1/Tpx2/Trp73/Gtf2h2/Bax/Tbp/Plk2/Banp/Prmt5/Mtor/Prr5/Cnot9/Ercc3/Aurka/Ccna1/Cox8c/Dna2/Rabggtb/Rfc2/Tcea1/Taf15/Aurkb/Cox7a1/Cox6a1/Prkab1/Cdk5/Cdc25c/Trp63/Rps27a/Nelfa/Ccnb1/Cnot8/Nelfcd/Sesn2/Taf5/Ccnh/Cdk12/Kmt5a/Rad9a/Prkag2/Cycs/Higd1c/Rfc3/Cox6b2/Ywhaz/Mlst8/Cox8a/Brca1/Lamtor3/Exo1/Ubb/Zfp420/Gtf2h3/Hipk1/Prkag3/Taf6/Ppp2r1a/Prkaa2/Smyd2/Pip4k2a",169
"R-MMU-72202","Transport of Mature Transcript to Cytoplasm","56/3969","78/8684",0.717948717948718,1.57084068195179,4.64618125366313,2.49499306012231e-06,0.000109299888287666,9.52541884896897e-05,"Nxf1/Chtop/Ddx39b/Nup210/Cpsf1/Seh1l/Cpsf3/Casc3/Fyttd1/Srsf1/Nup160/U2af1l4/Srsf5/Zc3h11a/Pom121/Srsf11/Rnps1/Aaas/Rae1/Upf3b/Srrm1/Nup153/Nup58/Wdr33/Thoc1/Srsf2/Gle1/Cpsf2/Nup88/Nup35/Srsf7/Nup155/Ddx39a/Ranbp2/Nup98/Nup85/Srsf3/Eif4a3/Fip1l1/Nup214/Cpsf4/Tpr/Thoc2/Slbp/Nup62/Nup37/Poldip3/Nup133/Nup107/Dhx38/Nup54/Nxt1/Cdc40/Sympk/U2af2/Nup43",56
"R-MMU-72766","Translation","136/3969","224/8684",0.607142857142857,1.32840226037505,4.56856245924496,3.46137596798728e-06,0.000146018786205093,0.000127254484904952,"Eef1g/Ptcd3/Rpl13a/Rpl22l1/Rpl12/Eif4a2/Srp9/Apeh/Rpl22/Rps24/Rpl18/Eif3f/Rpl5/Rps13/Trmt112/Rps3/Rps27/Rps27rt/Rpl3/Rpl14/Mrps34/Eif4b/Eif3e/Rps18/Eif3g/Rpl9/Mrps26/Mrpl39/Rps10/Mtrf1l/Rpl36/Mrpl15/Rps15/Eif3m/Rpl32/Rps11/Dap3/Eif4g1/Rpsa/Rpl36al/Rps25/Eif3h/Rpl30/Eif3d/Srp68/Rps19/Mrpl49/Rpl11/Eral1/Fau/Mrpl24/Rps4x/Rps17/Rps23/Rps6/Rpl15/Rpl29/Eif2b4/Mrpl44/Rps21/Rpl13/Mrpl30/Mrps23/Rpl8/Rpl27a/Rpl36a/Rpl6/Rps20/Ppa2/Rpl27/Rps7/Mrpl58/Mrps17/Rpl4/Rps14/Mrpl47/Rps5/Eif5/Mrps9/Eif3i/Rps16/Mrpl9/Eif3l/Chchd1/Rps28/Mrpl41/Mrps24/Rps26/Mrps30/Mrps2/Eef1b2/Mrpl37/Eef1d/Gspt1/Eif1ax/Eef1a1/Rpl17/Mrpl23/Eif3c/Eif2s3x/Mrpl22/Rpl26/Eif3a/Mrpl32/Rpl34/Rpl34-ps1/Mrpl3/Ppa1/Rps15a/Rpl35a/Eif5b/Gspt2/Rps3a1/Mrps6/Mrps18b/Eif2b5/Mrps5/Rps8/Mrps16/Oxa1l/Rps27a/Mrps15/Gadd45gip1/Mrpl20/Mrpl42/Rpl37/Rpl37rt/Mrpl18/Eif3b/Mrps14/Rpl23/Rpl31/Rps27l/Mrpl38/Rpl23a/Mrpl50",136
"R-MMU-4615885","SUMOylation of DNA replication proteins","33/3969","41/8684",0.804878048780488,1.76103829065502,4.48126659789548,5.11883401091314e-06,0.000208226854943931,0.000181468438807936,"Ube2i/Nup210/Seh1l/Nup160/Top2b/Pom121/Aaas/Rae1/Nup153/Nup58/Rangap1/Sumo1/Cdca8/Pias4/Nup88/Nup35/Nup155/Ranbp2/Nup98/Sumo2/Nup85/Nup214/Tpr/Incenp/Nup62/Nup37/Nup133/Nup107/Nup54/Aurkb/Top1/Top2a/Nup43",33
"R-MMU-5633007","Regulation of TP53 Activity","94/3969","148/8684",0.635135135135135,1.38964815155291,4.38642669835485,8.37168345604051e-06,0.000328805084704488,0.000286551633359209,"Dyrk2/Rpa1/Chd3/Mapk11/Atm/Ttc5/Phf20/Trp53/Pip4k2b/Rictor/Gatad2b/Mdm4/Hdac2/Ehmt1/Ppp2r5c/Pdpk1/Rad17/Rpa3/Pip4p1/Hus1/Rmi1/Hdac1/Taf10/Taf3/Taf1/Mta2/Ppp2r1b/Usp7/Taf4/Rad1/Taf4b/Topbp1/Taf9/Ssrp1/Jmy/Rbbp7/Csnk2a1/Ppp1r13b/Rpa2/Meaf6/Ing5/Brd1/Rbbp4/Pml/Map2k6/Chd4/Taf9b/Pip4k2c/Akt1/Mapk14/Atrip/Ppp1r13l/Cdk1/Csnk2a2/Ehmt2/Ubc/Zfp385a/Usp2/Supt16/Akt3/Ccng1/Tpx2/Trp73/Tbp/Banp/Prmt5/Mtor/Prr5/Aurka/Ccna1/Dna2/Rfc2/Taf15/Aurkb/Prkab1/Cdk5/Trp63/Rps27a/Taf5/Kmt5a/Rad9a/Prkag2/Rfc3/Mlst8/Brca1/Exo1/Ubb/Hipk1/Prkag3/Taf6/Ppp2r1a/Prkaa2/Smyd2/Pip4k2a",94
"R-MMU-3232142","SUMOylation of ubiquitinylation proteins","30/3969","37/8684",0.810810810810811,1.77401891687606,4.32866831168611,1.06125182618752e-05,0.000402921943342527,0.000351144025296431,"Trim27/Ube2i/Nup210/Seh1l/Nup160/Pias2/Pom121/Aaas/Rae1/Pias1/Nup153/Nup58/Sumo1/Pias4/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Pml/Nup214/Tpr/Vhl/Nup62/Nup37/Nup133/Nup107/Nup54/Nup43",30
"R-MMU-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","20/3969","22/8684",0.909090909090909,1.98905151286104,4.26143397193041,1.14172907006619e-05,0.00041949335832432,0.000365585912758037,"Trim33/Hdac1/Skil/Smad3/Smad2/Ube2d3/Smad4/Smurf2/Usp9x/Snw1/Ubc/Ube2d1/Mapk3/Mapk1/Ncor2/Tgif1/Ppm1a/Rps27a/Ubb/Tgif2",20
"R-MMU-191859","snRNP Assembly","36/3969","47/8684",0.765957446808511,1.67588170019781,4.2625821158609,1.51732181398204e-05,0.000523705923068347,0.000456406529692206,"Nup210/Seh1l/Tgs1/Snrpg/Ddx20/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Snrpd2/Gemin4/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Snrpe/Tpr/Nup62/Nup37/Snrpb/Gemin5/Gemin6/Nup133/Prmt5/Nup107/Nup54/Snrpd3/Gemin2/Nup43/Gemin7/Wdr77",36
"R-MMU-194441","Metabolism of non-coding RNA","36/3969","47/8684",0.765957446808511,1.67588170019781,4.2625821158609,1.51732181398204e-05,0.000523705923068347,0.000456406529692206,"Nup210/Seh1l/Tgs1/Snrpg/Ddx20/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Snrpd2/Gemin4/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Snrpe/Tpr/Nup62/Nup37/Snrpb/Gemin5/Gemin6/Nup133/Prmt5/Nup107/Nup54/Snrpd3/Gemin2/Nup43/Gemin7/Wdr77",36
"R-MMU-429914","Deadenylation-dependent mRNA decay","39/3969","52/8684",0.75,1.64096749811036,4.25320744562423,1.59700233759947e-05,0.000534995783095822,0.000466245574104117,"Cnot6l/Cnot2/Cnot1/Eif4a2/Cnot4/Cnot6/Pan3/Exosc8/Nt5c3b/Eif4b/Exosc4/Lsm1/Exosc5/Pan2/Lsm6/Parn/Cnot10/Exosc7/Eif4g1/Exosc1/Edc4/Hbs1l/Ddx6/Cnot3/Eif4a3/Cnot7/Exosc2/Exosc6/Dcp1a/Dcp2/Skic8/Cnot9/Dis3/Dcps/Cnot8/Lsm7/Lsm4/Paip1/Exosc3",39
"R-MMU-6807505","RNA polymerase II transcribes snRNA genes","50/3969","71/8684",0.704225352112676,1.5408145522163,4.19792737810072,2.05500197315056e-05,0.000652193681234826,0.000568382830187552,"Polr2a/Ice2/Ints4/Ints7/Polr2e/Supt5/Ell3/Sp1/Ccnt2/Ice1/Ints2/Ints6/Polr2b/Ints5/Rprd2/Snapc2/Snapc3/Rpap2/Pcf11/Ints8/Gtf2a1/Gtf2e1/Snapc4/Polr2h/Cdk7/Pou2f1/Nabp1/Taf9/Srrt/Gtf2f1/Ints12/Taf8/Cdk9/Polr2g/Ccnt1/Polr2l/Snapc1/Tbp/Phax/Ints1/Ints11/Ints13/Snapc5/Ell2/Taf5/Rprd1a/Ints14/Ints10/Rprd1b/Taf6",50
"R-MMU-72187","mRNA 3'-end processing","40/3969","54/8684",0.740740740740741,1.62070864010899,4.19772394027352,2.06136721022421e-05,0.000652193681234826,0.000568382830187552,"Cpsf6/Cstf2/Pabpn1/Chtop/Ddx39b/Cpsf1/Cpsf3/Casc3/Fyttd1/Srsf1/U2af1l4/Srsf5/Zc3h11a/Srsf11/Rnps1/Cpsf7/Upf3b/Srrm1/Cstf3/Pcf11/Wdr33/Thoc1/Srsf2/Nudt21/Cpsf2/Srsf7/Ddx39a/Srsf3/Eif4a3/Cstf1/Fip1l1/Cpsf4/Thoc2/Cstf2t/Poldip3/Dhx38/Cdc40/Sympk/U2af2/Papola",40
"R-MMU-4085377","SUMOylation of SUMOylation proteins","27/3969","33/8684",0.818181818181818,1.79014636157493,4.17220808171952,2.19103873426142e-05,0.000674484626573987,0.000587809253601285,"Ube2i/Nup210/Seh1l/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Sumo1/Pias4/Nup88/Nup35/Nup155/Ranbp2/Nup98/Sumo2/Nup85/Nup214/Tpr/Nup62/Nup37/Nup133/Nup107/Nup54/Topors/Nup43",27
"R-MMU-211000","Gene Silencing by RNA","32/3969","41/8684",0.780487804878049,1.7076734939685,4.1670355219677,2.3292803424095e-05,0.000698171134211689,0.00060845190107816,"Ago1/Tnrc6c/Nup210/Seh1l/Tnrc6a/Nup160/Ipo8/Pom121/Aaas/Rae1/Nup153/Nup58/Ran/Tsnax/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Nup62/Nup37/Prkra/Tsn/Nup133/Nup107/Tnrc6b/Nup54/Tarbp2/Nup43",32
"R-MMU-73856","RNA Polymerase II Transcription Termination","45/3969","63/8684",0.714285714285714,1.56282618867653,4.11339438459907,2.99972821238342e-05,0.00087607447023198,0.000763493577402853,"Cpsf6/Cstf2/Pabpn1/Chtop/Ddx39b/Cpsf1/Cpsf3/Casc3/Fyttd1/Srsf1/Snrpg/U2af1l4/Srsf5/Zc3h11a/Srsf11/Rnps1/Cpsf7/Upf3b/Srrm1/Cstf3/Pcf11/Wdr33/Thoc1/Srsf2/Nudt21/Cpsf2/Srsf7/Ddx39a/Srsf3/Eif4a3/Cstf1/Fip1l1/Cpsf4/Snrpe/Thoc2/Slbp/Cstf2t/Snrpb/Poldip3/Dhx38/Cdc40/Snrpd3/Sympk/U2af2/Papola",45
"R-MMU-8939243","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known","26/3969","32/8684",0.8125,1.77771478961955,4.04363263650642,3.96282738903074e-05,0.0011284150990265,0.000983406902067364,"Bmi1/Arid1a/Cbx4/Rnf2/Smarcc1/Phc1/Smarca2/Cbfb/Smarcb1/Smarcc2/Csnk2a1/Actl6a/Phc3/Smarcd2/Smarce1/Csnk2a2/Smarca4/Smarcd1/Pcgf5/Cbx6/Cbx2/Ring1/Phc2/Actl6b/Cbx8/Rybp",26
"R-MMU-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","48/3969","69/8684",0.695652173913043,1.52205680984149,3.99437901185668,4.98845829218184e-05,0.001385818047511,0.00120773200758087,"Nxf1/Chtop/Ddx39b/Nup210/Seh1l/Casc3/Fyttd1/Srsf1/Nup160/U2af1l4/Srsf5/Zc3h11a/Pom121/Srsf11/Rnps1/Aaas/Rae1/Upf3b/Srrm1/Nup153/Nup58/Thoc1/Srsf2/Gle1/Nup88/Nup35/Srsf7/Nup155/Ddx39a/Ranbp2/Nup98/Nup85/Srsf3/Eif4a3/Nup214/Tpr/Thoc2/Nup62/Nup37/Poldip3/Nup133/Nup107/Dhx38/Nup54/Nxt1/Cdc40/U2af2/Nup43",48
"R-MMU-6782135","Dual incision in TC-NER","42/3969","59/8684",0.711864406779661,1.55752847278271,3.9422858111342,6.27997362613749e-05,0.00170306903813586,0.00148421431815731,"Rpa1/Aqr/Pole4/Polr2a/Polr2e/Pold1/Rpa3/Polr2b/Xab2/Prpf19/Usp7/Cul4b/Polr2h/Rfc1/Cdk7/Pold2/Rpa2/Ercc1/Pold4/Polr2g/Ubc/Mnat1/Polr2l/Gtf2h2/Ercc4/Uvssa/Ercc3/Cul4a/Xpa/Ercc8/Rfc2/Tcea1/Polk/Pole3/Rps27a/Ccnh/Rbx1/Isy1/Rfc3/Ubb/Gtf2h3/Zfp830",42
"R-MMU-5696398","Nucleotide Excision Repair","64/3969","98/8684",0.653061224489796,1.42886965821854,3.91721599298606,6.6684132736878e-05,0.00176635412063498,0.00153936688300798,"Rpa1/Aqr/Pole4/Polr2a/Chd1l/Ube2i/Polr2e/Ddb2/Pold1/Ube2v2/Nfrkb/Rpa3/Polr2b/Xab2/Actr8/Prpf19/Pias1/Usp7/Cul4b/Ino80d/Rnf111/Polr2h/Rfc1/Cdk7/Sumo1/Pold2/Cops4/Cetn2/Actl6a/Yy1/Rpa2/Ercc1/Pold4/Sumo2/Xrcc1/Ino80/Polr2g/Parp2/Tfpt/Usp45/Ubc/Mnat1/Polr2l/Gtf2h2/Ercc4/Mcrs1/Uvssa/Ercc3/Cul4a/Xpa/Ercc8/Rfc2/Tcea1/Polk/Pole3/Rps27a/Ccnh/Rbx1/Ruvbl1/Isy1/Rfc3/Ubb/Gtf2h3/Zfp830",64
"R-MMU-450385","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA","15/3969","16/8684",0.9375,2.05120937263794,3.86121838911677,7.16124810782166e-05,0.00185378672609292,0.00161556386738656,"Exosc8/Exosc4/Exosc5/Ywhab/Exosc7/Exosc1/Zfp36l1/Akt1/Exosc2/Exosc6/Dcp1a/Dcp2/Mapkapk2/Dis3/Exosc3",15
"R-MMU-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","31/3969","41/8684",0.75609756097561,1.65430869728198,3.85280444603992,9.27913915873723e-05,0.0023486532226226,0.00204683701209104,"Nxf1/Nup210/Cpsf1/Seh1l/Cpsf3/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Wdr33/Cpsf2/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Fip1l1/Nup214/Cpsf4/Tpr/Slbp/Nup62/Nup37/Nup133/Nup107/Nup54/Sympk/Nup43",31
"R-MMU-74158","RNA Polymerase III Transcription","26/3969","33/8684",0.787878787878788,1.72384464447957,3.822115271894,0.000105437566781739,0.00255517848009364,0.00222682251904099,"Polr2e/Gtf3c2/Polr1c/Gtf3a/Polr3a/Snapc2/Polr3g/Snapc3/Bdp1/Snapc4/Polr2h/Pou2f1/Polr3e/Gtf3c1/Polr3h/Polr2l/Gtf3c6/Snapc1/Tbp/Polr3f/Polr3b/Gtf3c4/Snapc5/Polr3gl/Polr3k/Gtf3c3",26
"R-MMU-76046","RNA Polymerase III Transcription Initiation","26/3969","33/8684",0.787878787878788,1.72384464447957,3.822115271894,0.000105437566781739,0.00255517848009364,0.00222682251904099,"Polr2e/Gtf3c2/Polr1c/Gtf3a/Polr3a/Snapc2/Polr3g/Snapc3/Bdp1/Snapc4/Polr2h/Pou2f1/Polr3e/Gtf3c1/Polr3h/Polr2l/Gtf3c6/Snapc1/Tbp/Polr3f/Polr3b/Gtf3c4/Snapc5/Polr3gl/Polr3k/Gtf3c3",26
"R-MMU-3371453","Regulation of HSF1-mediated heat shock response","43/3969","62/8684",0.693548387096774,1.51745381545689,3.75144022195293,0.000136727124862967,0.0032444207337275,0.00282749295495128,"Rpa1/Sirt1/Hsf1/Nup210/Seh1l/Rpa3/Hspa1b/Nup160/Pom121/Bag4/Aaas/Rae1/Nup153/Nup58/Hspa1a/Rpa2/Nup88/Nup35/Nup155/Ranbp2/Nup98/Hspa13/Nup85/Hspa5/Nup214/Hspa14/Tpr/Hspa9/St13/Nup62/Nup37/Bag3/Mapk3/Nup133/Nup107/Nup54/Mapkapk2/Dnajb6/Mapk1/Hspa4l/Dnajb1/Hspa8/Nup43",43
"R-MMU-450604","KSRP (KHSRP) binds and destabilizes mRNA","14/3969","15/8684",0.933333333333333,2.04209288653733,3.70597223123181,0.000147648099758707,0.00343206501275852,0.00299102380391967,"Exosc8/Khsrp/Exosc4/Exosc5/Parn/Exosc7/Exosc1/Akt1/Exosc2/Exosc6/Dcp2/Dis3/Ywhaz/Exosc3",14
"R-MMU-159231","Transport of Mature mRNA Derived from an Intronless Transcript","30/3969","40/8684",0.75,1.64096749811036,3.72771950459384,0.000155557827147685,0.00354360730242426,0.00308823223158457,"Nxf1/Nup210/Cpsf1/Seh1l/Cpsf3/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Wdr33/Cpsf2/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Fip1l1/Nup214/Cpsf4/Tpr/Nup62/Nup37/Nup133/Nup107/Nup54/Sympk/Nup43",30
"R-MMU-3371556","Cellular response to heat stress","53/3969","80/8684",0.6625,1.44952128999748,3.70578022481009,0.000159279334611403,0.003557238472988,0.00310011171390202,"Rpa1/Sirt1/Hsf1/Nup210/Seh1l/Rpa3/Hspa1b/Nup160/Pom121/Bag4/Aaas/Rae1/Nup153/Nup58/Hspa1a/Rpa2/Nup88/Nup35/Nup155/Ranbp2/Nup98/Camk2a/Fkbp4/Hspa13/Nup85/Hspa5/Nup214/Hspa14/Tpr/Hspa9/St13/Nup62/Nup37/Bag3/Mapk3/Akt1s1/Eef1a1/Nup133/Mtor/Nup107/Cryab/Nup54/Ptges3/Mapkapk2/Dnajb6/Mapk1/Camk2d/Hspa4l/Hspb8/Dnajb1/Hspa8/Mlst8/Nup43",53
"R-MMU-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","20/3969","24/8684",0.833333333333333,1.82329722012262,3.70542412949731,0.000169310651663395,0.00370855446624243,0.00323198268256237,"E2f5/Sp1/Ccnt2/Smad7/Smad3/Smad2/Rnf111/Smad4/Tfdp1/Cdk9/Wwtr1/Ccnt1/Ubc/Men1/Mapk3/Mapk1/Ccnc/Rps27a/Rbl1/Ubb",20
"R-MMU-5578749","Transcriptional regulation by small RNAs","25/3969","32/8684",0.78125,1.70934114386495,3.68813225366624,0.000183994907281959,0.00395415470555003,0.00344602179874653,"Nup210/Seh1l/Tnrc6a/Nup160/Ipo8/Pom121/Aaas/Rae1/Nup153/Nup58/Ran/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Nup62/Nup37/Nup133/Nup107/Nup54/Nup43",25
"R-MMU-73893","DNA Damage Bypass","34/3969","47/8684",0.723404255319149,1.58277716129793,3.67539985851624,0.000189653895765889,0.00400029235698791,0.00348623048162247,"Rpa1/Pole4/Rev3l/Usp10/Pold1/Rev1/Poli/Rpa3/Ufd1/Isg15/Cul4b/Rfc1/Usp1/Pold2/Rpa2/Pold4/Dtl/Sprtn/Ubc/Rad18/Usp43/Ube2b/Cul4a/Rfc2/Polk/Pole3/Rchy1/Rps27a/Rbx1/Wdr48/Rfc3/Pclaf/Trim25/Ubb",34
"R-MMU-73864","RNA Polymerase I Transcription","32/3969","44/8684",0.727272727272727,1.59124121028883,3.60718790225719,0.0002491874340648,0.00516044522545104,0.00449729665690156,"Chd3/Polr2e/Gatad2b/Hdac2/Polr1c/Hdac1/Taf1c/Polr1f/Rrn3/Mta2/Taf1d/Polr2h/Cdk7/Rbbp7/Ttf1/Rbbp4/Polr1e/Chd4/Polr1h/Ehmt2/Mnat1/Mapk3/Polr2l/Gtf2h2/Tbp/Taf1a/Ercc3/Cavin1/Ccnh/Taf1b/Mta3/Gtf2h3",32
"R-MMU-5357801","Programmed Cell Death","81/3969","133/8684",0.609022556390977,1.33251496087157,3.54538300880838,0.000275872968830226,0.00561105913388621,0.00489000393997939,"Flot2/Tlr4/Cd14/Stk26/Peli1/Bcl2/Satb1/Flot1/Kpnb1/Ppp3cc/Add1/Aven/Mlkl/Casp4/Ly96/Hmgb2/Stub1/Acin1/Ywhab/Mapk8/Fnta/Bmx/Bak1/Appl1/Ywhaq/Diablo/Lmnb1/Bmf/Opa1/Chmp2a/Casp6/Tjp2/Dffb/Dnm1l/Ripk1/Apaf1/Ppp3r1/Vim/Ubc/Cdc37/Casp1/Ywhag/Mapk3/Mapt/Ogt/Bax/Hmgb1/Pmaip1/Ube2l3/Prkcq/Chmp3/H1f0/Gsdme/Il1a/Tnfsf10/Bcl2l11/Dynll1/Mapk1/Gsdmd/Lmna/Ripk3/Bad/Dsg2/Rps27a/Plec/Kpna1/Dffa/Sorbs2/Fasl/Cflar/Il18/Casp7/Cycs/Septin4/Nmt1/Gzmb/Dsp/Ywhaz/Chmp4c/Ubb/Tnfrsf10b",81
"R-MMU-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER","40/3969","58/8684",0.689655172413793,1.5089356304463,3.56785115554113,0.000281388577486663,0.00562283490802296,0.00490026645558491,"Rpa1/Aqr/Pole4/Polr2a/Polr2e/Pold1/Rpa3/Polr2b/Xab2/Prpf19/Usp7/Cul4b/Polr2h/Rfc1/Cdk7/Pold2/Rpa2/Pold4/Xrcc1/Polr2g/Ubc/Mnat1/Polr2l/Gtf2h2/Uvssa/Ercc3/Cul4a/Ercc8/Rfc2/Tcea1/Polk/Pole3/Rps27a/Ccnh/Rbx1/Isy1/Rfc3/Ubb/Gtf2h3/Zfp830",40
"R-MMU-3301854","Nuclear Pore Complex (NPC) Disassembly","24/3969","31/8684",0.774193548387097,1.69390193353327,3.55083256456183,0.000318595293452724,0.0062565524007354,0.00545254739974445,"Nup210/Seh1l/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Cdk1/Nup62/Nup37/Nup133/Nup107/Nup54/Ccnb1/Nup43",24
"R-MMU-77595","Processing of Intronless Pre-mRNAs","17/3969","20/8684",0.85,1.85976316452507,3.53158132682329,0.000343987293084453,0.00664070384446088,0.00578733304868223,"Cpsf6/Cstf2/Pabpn1/Cpsf1/Cpsf3/Cpsf7/Cstf3/Pcf11/Wdr33/Nudt21/Cpsf2/Cstf1/Fip1l1/Cpsf4/Cstf2t/Sympk/Papola",17
"R-MMU-73854","RNA Polymerase I Promoter Clearance","31/3969","43/8684",0.720930232558139,1.57736410671073,3.48206286855283,0.000402535723678112,0.00764146982115615,0.00665949451628876,"Chd3/Polr2e/Gatad2b/Hdac2/Polr1c/Hdac1/Taf1c/Polr1f/Rrn3/Mta2/Taf1d/Polr2h/Cdk7/Rbbp7/Ttf1/Rbbp4/Polr1e/Chd4/Polr1h/Ehmt2/Mnat1/Mapk3/Polr2l/Gtf2h2/Tbp/Taf1a/Ercc3/Ccnh/Taf1b/Mta3/Gtf2h3",31
"R-MMU-166016","Toll Like Receptor 4 (TLR4) Cascade","69/3969","112/8684",0.616071428571429,1.34793758773351,3.40019543330332,0.000479377440732239,0.00895099844252492,0.00780074075255395,"App/Tlr4/Mapk11/Ikbkb/Cd14/Peli1/Rps6ka5/Irf3/Jun/N4bp1/Tirap/Irf7/Ptpn4/Creb1/Ly96/Nkiras1/Traf3/Atf2/Ube2d2a/Ppp2r1b/Usp18/Rps6ka2/Lbp/Mapk8/Dusp7/Optn/Peli2/Ube2d3/Rps6ka3/Nfkbia/Map3k7/Rela/Map2k7/Itgb2/Tbk1/Map2k6/Ripk1/Cul1/Ube2v1/Mapk14/Nkiras2/Fbxw11/Ubc/Ube2d1/Mapk3/Mapk10/Tifa/Hmgb1/Nfkb1/Map3k8/Mapk9/Tab2/Mapkapk2/S100b/Mapk1/Ripk3/Cd180/Irak1/Dnm2/Usp14/Rps27a/Ptpn11/Dnm1/Ly86/Dnm3/Nfkb2/Map2k3/Ubb/Ppp2r1a",69
"R-MMU-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein","23/3969","30/8684",0.766666666666667,1.67743344251281,3.40999243711837,0.000547105433544406,0.0100508562710819,0.00875926016693337,"Nup210/Seh1l/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Gck/Nup62/Nup37/Nup133/Nup107/Nup54/Nup43",23
